en,pos,tr,ex_en,ex_tr,note
ultimately,adv,в конечном счёте,,,
unacceptable,adj,неприемлемый,,,
uncertainty,n,неопределённость,,,
unconscious,adj,без сознания,,,
undergo,v,подвергаться,,,
undertake,v,предпринимать,,,
unexpected,adj,неожиданный,,,
unfold,v,разворачиваться,,,
unfortunate,adj,неудачный,,,
unique,adj,уникальный,,,
unite,v,объединять,,,
unity,n,единство,,,
universal,adj,универсальный,,,
universe,n,вселенная,,,
unknown,adj,неизвестный,,,
upper,adj,верхний,,,
upwards,adv,вверх,,,
urban,adj,городской,,,
urge,v,настоятельно призывать,,,
urgent,adj,срочный,,,
usage,n,использование,,,
useless,adj,бесполезный,,,
valid,adj,действительный,,,
variation,n,вариация,,,
vary,v,варьироваться,,,
vast,adj,огромный,,,
venue,n,место проведения,,,
vertical,adj,вертикальный,,,
via,prep,через,,,
victory,n,победа,,,
victorious,adj,победоносный,,,
viewpoint,n,точка зрения,,,
violence,n,насилие,,,
virtual,adj,виртуальный,,,
visa,n,виза,,,
visible,adj,видимый,,,
vision,n,"зрение, видение",,,
visual,adj,визуальный,,,
vital,adj,жизненно важный,,,
vitamin,n,витамин,,,
volume,n,объём,,,
voluntarily,adv,добровольно,,,
voluntary,adj,добровольный,,,
voting,n,голосование,,,
wage,n,зарплата,,,
wander,v,бродить,,,
warming,n,потепление,,,
weakness,n,слабость,,,
wealth,n,богатство,,,
wealthy,adj,богатый,,,
weekly,adj,еженедельный,,,
weekly,adv,еженедельно,,,
weird,adj,странный,,,
welfare,n,"благосостояние, пособия",,,
wheat,n,пшеница,,,
whereas,conj,тогда как,,,
wherever,conj,где бы ни,,,
whisper,v,шептать,,,
whoever,pron,кто бы ни,,,
whom,pron,"кого, кому",,,
widely,adv,широко,,,
widespread,adj,распространённый,,,
widow,n,вдова,,,
wildlife,n,дикая природа,,,
willing,adj,готовый,,,
wire,n,провод,,,
wisdom,n,мудрость,,,
wise,adj,мудрый,,,
withdraw,v,"выводить, отзывать",,,
witness,n,свидетель,,,
witness,v,свидетельствовать,,,
wolf,n,волк,,,
workforce,n,рабочая сила,,,
workplace,n,рабочее место,,,
workshop,n,"мастерская, семинар",,,
worm,n,червь,,,
wound,n,рана,,,
wound,v,ранить,,,
wrap,v,заворачивать,,,
wrist,n,запястье,,,
zone,n,зона,,,
abolish,v,"упразднять, отменять",,,
abortion,n,аборт,,,
absence,n,отсутствие,,,
absurd,adj,"абсурдный, нелепый",,,
abuse,n,"злоупотребление, жестокое обращение",,,
abuse,v,"злоупотреблять, оскорблять",,,
academy,n,академия,,,
accelerate,v,ускорять(ся),,,
acceptance,n,"принятие, согласие",,,
accessible,adj,доступный,,,
accomplishment,n,"достижение, свершение",,,
accordingly,adv,"соответственно, таким образом",,,
accountability,n,"подотчётность, ответственность",,,
accountable,adj,"подотчётный, ответственный",,,
accumulate,v,накапливать(ся),,,
accumulation,n,накопление,,,
accusation,n,обвинение,,,
accused,n,обвиняемый,,,
acid,n,кислота,,,
acquisition,n,"приобретение, поглощение (компании)",,,
activation,n,активация,,,
activist,n,активист,,,
acute,adj,"острый, тяжёлый",,,
adaptation,n,"адаптация, экранизация",,,
adhere,v,"придерживаться, прилипать",,,
adjacent,adj,"смежный, прилегающий",,,
adjustment,n,"корректировка, адаптация",,,
administer,v,"управлять, применять (лекарство)",,,
administrative,adj,административный,,,
administrator,n,"администратор, управляющий",,,
admission,n,"приём, допуск, признание",,,
adolescent,n,подросток,,,
adolescent,adj,подростковый,,,
adoption,n,"усыновление, внедрение",,,
adverse,adj,неблагоприятный,,,
advocate,n,"защитник, сторонник",,,
advocate,v,"отстаивать, выступать за",,,
aesthetic,adj,эстетический,,,
affection,n,"привязанность, нежность",,,
aftermath,n,последствия,,,
aggression,n,агрессия,,,
agricultural,adj,сельскохозяйственный,,,
aide,n,помощник,,,
alert,v,"предупреждать, настораживать",,,
alert,n,"тревога, оповещение",,,
alert,adj,бдительный,,,
align,v,"выравнивать, согласовывать",,,
alignment,n,"выравнивание, согласование",,,
alike,adj,"похожий, сходный",,,
alike,adv,"одинаково, подобным образом",,,
allegation,n,"заявление, голословное обвинение",,,
allege,v,"утверждать, голословно обвинять",,,
allegedly,adv,"якобы, по утверждению",,,
alliance,n,"альянс, союз",,,
allocate,v,"выделять, распределять",,,
allocation,n,"выделение, распределение",,,
allowance,n,"пособие, содержание",,,
ally,n,союзник,,,
aluminium,n,алюминий,,,
amateur,n,любитель,,,
amateur,adj,любительский,,,
ambassador,n,посол,,,
amend,v,"вносить поправки, исправлять",,,
amendment,n,поправка,,,
amid,prep,"среди, посреди",,,
analogy,n,аналогия,,,
anchor,n,"якорь, ведущий (новостей)",,,
anonymous,adj,анонимный,,,
apparel,n,одежда,,,
appealing,adj,привлекательный,,,
appetite,n,аппетит,,,
applaud,v,"аплодировать, одобрять",,,
applicable,adj,применимый,,,
appoint,v,назначать (на должность),,,
appreciation,n,"признательность, оценка",,,
arbitrary,adj,произвольный,,,
architectural,adj,архитектурный,,,
archive,n,архив,,,
arena,n,арена,,,
arm,v,вооружать(ся),,,
array,n,"массив, множество",,,
articulate,v,"чётко излагать, формулировать",,,
ash,n,"пепел, ясень",,,
aspiration,n,"стремление, амбиция",,,
aspire,v,стремиться,,,
assassination,n,убийство (политическое),,,
assault,n,"нападение, насилие",,,
assault,v,нападать,,,
assemble,v,"собирать(ся), монтировать",,,
assembly,n,"собрание, ассамблея, сборка",,,
assert,v,"утверждать, отстаивать",,,
assertion,n,утверждение,,,
assurance,n,"уверенность, гарантия",,,
asylum,n,"убежище, психиатрическая больница",,,
atrocity,n,зверство,,,
attain,v,достигать,,,
attendance,n,посещаемость,,,
attribute,n,"свойство, признак",,,
attribute,v,"приписывать, объяснять",,,
auction,n,аукцион,,,
audit,n,"аудит, проверка",,,
audit,v,проводить аудит,,,
authentic,adj,"подлинный, аутентичный",,,
authorise,v,"уполномочивать, разрешать",,,
auto,n,автомобиль,,,
autonomy,n,автономия,,,
availability,n,"доступность, наличие",,,
await,v,"ждать, ожидать",,,
backdrop,n,"фон, задний план",,,
backing,n,поддержка,,,
backup,n,"резервная копия, подкрепление",,,
bail,n,залог,,,
ballot,n,"голосование, бюллетень",,,
bankruptcy,n,банкротство,,,
banner,n,"баннер, знамя",,,
bare,adj,"голый, пустой",,,
barrel,n,"бочка, ствол (оружия)",,,
battlefield,n,поле боя,,,
bay,n,"бухта, залив",,,
beam,n,"луч, балка",,,
